,code,dealerId,name,url,regionId,state,lat,long,
20009,20009,20009,K-M Toyota,https://www.kmmotors.com,17,MA,42.700592,-73.11622,0
20016,20016,20016,Balise Toyota,https://www.balisetoyota.com/,17,MA,42.142538,-72.62707,0
20019,20019,20019,Toyota of Watertown,https://www.toyotaofwatertown.com,17,MA,42.364367,-71.177262,0
20049,20049,20049,Haddad Toyota,https://www.haddadtoyota.com,17,MA,42.40709,-73.263868,0
20051,20051,20051,Copeland Toyota,https://www.copelandtoyota.com,17,MA,42.054088,-71.056056,0
20058,20058,20058,"Westboro Toyota, Inc.",https://www.westborotoyota.com,17,MA,42.2835,-71.645,0
20063,20063,20063,McGee Toyota,https://www.mcgeetoyota.com,17,MA,42.1289,-70.8326,0
20087,20087,20087,Woburn Toyota,https://www.woburntoyota.com,17,MA,42.5015,-71.1277,0
20093,20093,20093,Atlantic Toyota,https://www.atlantictoyota.com,17,MA,42.452469,-70.962777,0
20096,20096,20096,Falmouth Toyota,https://www.falmouthtoyota.com/,17,MA,41.72191,-70.585018,0
20101,20101,20101,Harr Toyota,https://www.harrtoyota.com,17,MA,42.2901,-71.8034,0
20102,20102,20102,Lexington Toyota,https://www.lexingtontoyota.com,17,MA,42.427817,-71.20111,0
20109,20109,20109,Bernardi Toyota,https://www.bernarditoyota.com,17,MA,42.2957,-71.4713,0
20111,20111,20111,Sullivan Brothers Toyota,https://www.sullivanbrotherstoyota.com,17,MA,41.97686,-70.71249,0
20113,20113,20113,Toyota of Wellesley,https://www.wellesleytoyota.com,17,MA,42.315054,-71.249542,0
20116,20116,20116,Expressway Toyota,https://www.expresswaytoyota.com,17,MA,42.298738,-71.049101,0
20117,20117,20117,Herb Chambers Toyota of Auburn,https://www.herbchamberstoyotaofauburn.com,17,MA,42.180687,-71.863999,0
20122,20122,20122,Tufankjian Toyota of Braintree,https://www.toyotaofbraintree.com,17,MA,42.211329,-70.998285,0
20123,20123,20123,Lia Toyota,https://www.liatoyotaofwilbraham.com,17,MA,42.150448,-72.46717,0
20125,20125,20125,Route 44 Toyota,https://www.route44toyota.com,17,MA,41.905368,-71.022978,0
20126,20126,20126,Herb Chambers Toyota of Boston,https://www.herbchamberstoyotaofboston.com,17,MA,42.352217,-71.126462,0
20127,20127,20127,Ira Toyota,https://www.toyotaofdanvers.com,17,MA,42.554821,-70.962188,0
20128,20128,20128,Toyota of Dartmouth,https://www.toyotaofdartmouth.com,17,MA,41.648664,-70.986674,0
,20129,20129,Ira Toyota II,https://www.toyotaoftewksbury.com,17,MA,42.620139,-71.25589,-20129
20133,20133,20133,Lia Toyota of Northampton,https://www.liatoyotaofnorthampton.com,17,MA,42.331217,-72.634626,0
20134,20134,20134,Toyota of Greenfield,https://www.toyotaofgreenfield.com,17,MA,42.586759,-72.609309,0
,20135,20135,Prime Toyota - Boston,https://www.primetoyotacars.com,17,MA,42.265918,-71.168648,-20135
,20137,20137,Hyannis Toyota,https://www.hyannistoyota.com,17,MA,41.672575,-70.303282,-20137
,20138,20138,Orleans Toyota,https://www.orleanstoyota.com,17,MA,41.775415,-70.001471,-20138
,20139,20139,Prime Toyota Route 2,https://www.primetoyotart2.com,17,MA,42.518608,-71.69445,-20139
20140,20140,20140,"Bristol Toyota, Inc.",https://www.bristoltoyota.com,17,MA,41.768517,-71.262656,0
20141,20141,20141,Boch Toyota,https://www.bochtoyota.com,17,MA,42.201833,-71.18773,0
20142,20142,20142,McGee Toyota of Dudley,https://www.mcgeetoyotaofdudley.com,17,MA,42.040488,-71.91146,0
20144,20144,20144,Boch Toyota South,https://www.bochtoyotasouth.com,17,MA,41.95932,-71.341372,0
20145,20145,20145,Imperial Toyota,https://www.imperialtoyotama.com,17,MA,42.159,-71.4955,0
20146,20146,20146,Acton Toyota of Littleton,https://www.actontoyota.com,17,MA,42.543493,-71.465528,0
20147,,,,,,,,,20147
20148,,,,,,,,,20148
20149,,,,,,,,,20149
20150,,,,,,,,,20150
20151,,,,,,,,,20151
21032,21032,21032,Bergeron Toyota,https://www.bergerontoyota.net,22,MI,45.839046,-88.052837,0
,21039,21039,Page Toyota,https://www.pagetoyota.com,22,MI,42.447013,-83.277678,-21039
,21043,21043,Dunning Toyota Ann Arbor,https://www.dunningtoyota.com,22,MI,42.28435,-83.805212,-21043
21061,21061,21061,LaFontaine Toyota,https://www.lafontainetoyota.com,22,MI,42.296405,-83.27093,0
21065,21065,21065,Toyota of Grand Rapids,https://www.toyotaofgrandrapids.com,22,MI,42.913024,-85.603554,0
21067,21067,21067,Spartan Toyota,https://www.spartantoyota.com,22,MI,42.675426,-84.537674,0
21068,21068,21068,Sunshine Toyota,https://www.sunshinetoyota.com,22,MI,42.319357,-85.212886,0
21072,21072,21072,Metro Toyota,https://www.metro-toyota.com,22,MI,42.26698,-85.665061,0
,21073,21073,Grand Blanc Toyota,https://www.grandblancmotorcarstoyota.com,22,MI,42.900514,-83.630058,-21073
21074,21074,21074,Serra Toyota of Traverse City,https://www.serratoyotatraversecity.com,22,MI,44.743668,-85.595017,0
,21082,21082,Suburban Toyota,https://www.suburbantoyotaoftroy.com,22,MI,42.54792,-83.17905,-21082
21095,21095,21095,Kool Toyota,https://www.kooltoyota.com,22,MI,43.031663,-85.626489,0
21096,21096,21096,Riverside Toyota,https://www.riversidetoyotamarquette.com,22,MI,46.549931,-87.461285,0
21100,21100,21100,Riverside Toyota of Escanaba,https://www.riversidetoyotaescanaba.com,22,MI,45.745962,-87.085855,0
21101,21101,21101,Crown Toyota,https://www.crownmotorstoyota.com,22,MI,42.803008,-86.059424,0
21104,21104,21104,Toyota of Muskegon,https://www.toyotaofmuskegon.com,22,MI,43.154806,-86.198621,0
21107,21107,21107,Labadie Toyota,https://www.labadietoyota.com,22,MI,43.61337,-83.91515,0
21108,21108,21108,Fernelius Toyota,https://www.ferneliustoyota.net,22,MI,45.622352,-84.479433,0
21110,21110,21110,Victory Toyota,https://www.victorytoyotacanton.com,22,MI,42.270113,-83.495548,0
21112,21112,21112,Fox Toyota,https://www.toyotabyfox.com,22,MI,42.669895,-83.132828,0
21113,21113,21113,Wolverine Toyota,https://www.gowolverinetoyota.com,22,MI,41.961534,-83.681864,0
,21115,21115,Fox Toyota of Cadillac,https://www.foxtoyotaofcadillac.com,22,MI,44.272049,-85.404792,-21115
21116,21116,21116,Szott M-59 Toyota,https://www.szottm59toyota.com,22,MI,42.651228,-83.368323,0
21117,21117,21117,Matick Toyota,https://www.maticktoyota.com,22,MI,42.630845,-82.870923,0
,21118,21118,Suburban Toyota of Farmington Hills,https://www.suburbantoyotaoffarmingtonhills.com,22,MI,42.4753,-83.43518,-21118
21119,21119,21119,Serra Toyota of Saginaw,https://www.serratoyotasaginaw.com,22,MI,43.4697,-83.9745,0
21120,21120,21120,Signature Toyota,https://www.signaturetoyota.com,22,MI,42.086655,-86.442173,0
21121,21121,21121,Golling Toyota of Warren,https://www.gollingtoyota.com,22,MI,42.4927,-83.0278,0
,,,,,,,,,0
,,,,,,,,,0
21122,,,,,,,,,21122
21123,,,,,,,,,21123
21124,,,,,,,,,21124
21125,,,,,,,,,21125
22017,22017,22017,Chester Berg Toyota,https://www.chesterbergtoyota.com,21,MN,47.491035,-94.889883,0
22021,22021,22021,St. Cloud Toyota,https://www.stcloudtoyota.com,21,MN,45.549374,-94.22323,0
22030,22030,22030,Rudy Luther Toyota,https://www.rudyluthertoyota.com,21,MN,44.972354,-93.392929,0
22034,22034,22034,Kolar Toyota,https://www.kolartoyota.com,21,MN,46.821026,-92.183841,0
22035,22035,22035,Maplewood Toyota,https://www.maplewoodtoyota.com,21,MN,45.027467,-93.047602,0
22038,22038,22038,Luther Brookdale Toyota,https://www.lutherbrookdaletoyota.com,21,MN,45.078066,-93.333707,0
22041,22041,22041,Burnsville Toyota,https://www.burnsvilletoyota.com,21,MN,44.734933,-93.285783,0
22044,22044,22044,Mills Toyota,https://www.millstoyota.com,21,MN,45.087146,-95.04459,0
,22045,22045,Quality Toyota,https://www.qualitytoyota.net,21,MN,46.283304,-96.095885,-22045
22046,22046,22046,Carlson Toyota,https://www.carlsontoyota.com,21,MN,45.205213,-93.36378,0
22047,22047,22047,Rochester Toyota,https://www.rochestertoyota.com,21,MN,43.958897,-92.464171,0
22048,22048,22048,Walser Bloomington Toyota,https://www.walsertoyota.com,21,MN,44.857183,-93.33509,0
,22051,22051,Iron Trail Toyota,https://www.irontrailtoyota.com,21,MN,47.509292,-92.554502,-22051
22053,22053,22053,Inver Grove Toyota,https://www.invergrovetoyota.com,21,MN,44.880524,-93.08454,0
22054,22054,22054,Dahl Toyota,https://www.dahltoyota.com,21,MN,44.043547,-91.666979,0
22055,22055,22055,Lake Country Toyota,https://www.lakecountrytoyota.com,21,MN,46.380752,-94.254466,0
22056,22056,22056,Heintz Toyota of Mankato,https://www.heintztoyota.com,21,MN,44.176611,-93.965552,0
23035,23035,23035,Toyota of Hattiesburg,https://www.toyotahattiesburg.com,60,MS,31.318057,-89.411102,0
,23037,23037,Herrin-Gear Toyota,https://www.herrin-geartoyota.com,60,MS,32.393377,-90.144793,-23037
,23050,23050,Estabrook Toyota,https://www.estabrooktoyota.com,60,MS,30.433899,-88.526996,-23050
23052,23052,23052,J. Allen Toyota,https://www.jallentoyota.com,60,MS,30.445832,-89.028508,0
23054,23054,23054,Oxford Toyota,https://www.oxfordtoyota.com,60,MS,34.359899,-89.582949,0
23055,23055,23055,John O'Neil Johnson Toyota,https://www.johnsontoyota.com,60,MS,32.388359,-88.683626,0
23057,23057,23057,Kirk Toyota,https://www.kirktoyota.com,60,MS,33.785172,-89.844626,0
23061,23061,23061,Carl Hogan Toyota,https://www.carlhogantoyota.com,60,MS,33.549657,-88.43428,0
23062,23062,23062,Kim's Toyota,https://www.kimstoyota.com,60,MS,31.701517,-89.148017,0
23069,23069,23069,Carlock Toyota of Tupelo,https://www.carlocktoyotaoftupelo.com,60,MS,34.320489,-88.69915,0
23071,23071,23071,Oakes Toyota,https://www.oakestoyota.com,60,MS,33.370331,-91.040895,0
23074,23074,23074,Doc's Toyota,https://www.docstoyota.com,60,MS,33.12504,-89.054789,0
23076,23076,23076,Cannon Toyota,https://www.cannontoyotavicksburg.com,60,MS,32.3234,-90.8682,0
23079,23079,23079,Principle Toyota of Hernando,https://www.principletoyotaofhernando.com,60,MS,34.818872,-89.972853,0
23080,23080,23080,Natchez Toyota,https://www.natcheztoyota.com,60,MS,31.508725,-91.372205,0
23081,23081,23081,Gray-Daniels Toyota,https://www.gray-danielstoyota.com,60,MS,32.280664,-90.034238,0
23082,23082,23082,Toyota of Brookhaven,https://www.toyotaofbrookhaven.com,60,MS,31.579237,-90.464469,0
23083,,,,,,,,,23083
23084,,,,,,,,,23084
24022,24022,24022,Seeger Toyota,https://www.seegertoyota.com,23,MO,38.681033,-90.474983,0
24026,24026,24026,Adams Toyota Lee's Summit,https://www.adamstoyota.com,23,MO,38.94606,-94.36789,0
24036,24036,24036,Tom Pappas Toyota,https://www.pappastoyota.com,23,MO,38.800211,-90.602019,0
24045,24045,24045,Lou Fusz Toyota,https://www.fusztoyota.com,23,MO,38.600683,-90.4048,0
24052,24052,24052,Straatmann Toyota,https://www.straatmanntoyota.com,23,MO,38.52573,-90.945553,0
24053,24053,24053,Seeger Toyota of St. Robert,https://www.seegertoyota.net,23,MO,37.824031,-92.150248,0
24059,24059,24059,Baldwin Toyota,https://www.baldwintoyotaofpoplarbluff.com,23,MO,36.750968,-90.410314,0
,24060,24060,Riley Toyota,https://www.rileytoyota.com,23,MO,38.548098,-92.203703,-24060
24061,24061,24061,"Molle Toyota, Inc.",https://www.molletoyota.com,23,MO,38.94134,-94.60011,0
24063,24063,24063,Jerry Ackerman Toyota,https://www.ackermantoyota.com,23,MO,38.619732,-90.28808,0
24067,24067,24067,Twin City Toyota,https://www.twincitytoyota.com,23,MO,38.252581,-90.401567,0
24068,,,,,,,,,24068
24071,24071,24071,Reliable Toyota,https://www.reliabletoyotamo.com,23,MO,37.18067551,-93.22203827,0
24073,24073,24073,John Weiss' Toyota of South County,https://www.weisstoyota.com,23,MO,38.521417,-90.358667,0
24074,24074,24074,Jay Wolfe Toyota,https://www.jaywolfetoyota.com,23,MO,39.26851,-94.66667,0
24076,24076,24076,Frank Fletcher Toyota,https://www.fletcher-toyota.com,23,MO,37.065804,-94.477639,0
24077,24077,24077,Jay Wolfe Toyota of West County,https://www.toyotaofwestcounty.com,23,MO,38.592697,-90.531731,0
24078,24078,24078,Coad Toyota,https://www.coadtoyota.com,23,MO,37.294977,-89.579803,0
24079,24079,24079,Rolling Hills Toyota,https://www.rollinghillstoyota.com,23,MO,39.781926,-94.800823,0
24080,24080,24080,McCarthy Toyota of Sedalia,https://www.mccarthytoyotaofsedalia.com,23,MO,38.709292,-93.266406,0
24083,24083,24083,Kirksville Toyota,https://www.kirksvilletoyota.com,23,MO,40.2312,-92.583059,0
24084,24084,24084,Joe Machens Toyota,https://www.joemachenstoyota.com,23,MO,38.970728,-92.322592,0
24085,24085,24085,Bommarito Toyota,https://www.bommaritotoyota.net,23,MO,38.780427,-90.358094,0
24087,,,,,,,,,24087
25056,25056,25056,City Toyota,https://www.city-toyota.com,13,MT,47.493266,-111.239613,0
25060,25060,25060,Toyota of Bozeman,https://www.toyotaofbozeman.com,13,MT,45.67,-111.126312,0
,25061,25061,Helena Toyota,https://www.helenatoyota.com,13,MT,46.590868,-111.967559,-25061
,25064,25064,Kalispell Toyota,https://www.kalispelltoyota.com,13,MT,48.166459,-114.28899,-25064
25065,25065,25065,Lithia Toyota of Billings,https://www.lithiatoyotabillings.com,13,MT,45.783905,-108.554908,0
,25066,25066,Lithia Toyota of Missoula,https://www.lithiatoyotamissoula.com,13,MT,46.834613,-114.046846,-25066
25067,25067,25067,Butte Toyota,https://www.buttetoyota.com,13,MT,45.945302,-112.508489,0
25068,,,,,,,,,25068
26015,26015,26015,Cornhusker Toyota,https://www.cornhuskertoyota.com,23,NE,40.920114,-98.384008,0
26016,26016,26016,Ernst Toyota,https://www.ernsttoyota.com,23,NE,41.437531,-97.318075,0
26021,26021,26021,Baxter Toyota of La Vista,https://www.toyotaoflavista.com,23,NE,41.188171,-96.107041,0
26023,26023,26023,Premier Toyota,https://www.premierautoplex.com,23,NE,41.110862,-100.767433,0
26024,26024,26024,Baxter Toyota of Lincoln,https://www.toyotaoflincoln.com,23,NE,40.725899,-96.673041,0
26027,26027,26027,Wagner Toyota,https://www.wagner-toyota.com,23,NE,40.199388,-100.628578,0
26029,26029,26029,Team Toyota,https://www.teamtoyotascottsbluff.com,23,NE,41.864686,-103.637031,0
26030,26030,26030,Village Pointe Toyota,https://www.villagepointetoyota.com,23,NE,41.265345,-96.20041,0
26031,26031,26031,Corwin Toyota of Bellevue,https://www.corwintoyotaofbellevue.com,23,NE,41.1807,-95.9422,0
27013,27013,27013,Dolan Toyota,https://www.dolanrenotoyota.com,15,NV,39.503316,-119.788566,0
27015,27015,27015,Carson City Toyota,https://www.carsoncitytoyota.com,15,NV,39.143833,-119.768715,0
27016,27016,27016,Fallon Ford Toyota,https://www.fallontoyota.com,15,NV,39.474514,-118.79251,0
27020,27020,27020,Findlay Toyota,https://www.findlaytoyota.com,15,NV,36.0475,-115.0204,0
27021,27021,27021,AutoNation Toyota Las Vegas,https://www.autonationtoyotalasvegas.com,15,NV,36.1447,-115.2306,0
27022,27022,27022,Centennial Toyota,https://www.centennialtoyota.com,15,NV,36.2764,-115.2734,0
27023,27023,27023,Elko Toyota,https://www.elkotoyota.com,15,NV,40.834697,-115.740047,0
27024,27024,27024,David Wilson's Toyota and Scion of Las Vegas,https://www.dwtoyotalasvegas.com,15,NV,36.143896,-115.104659,0
28012,28012,28012,Grappone Toyota,https://www.grapponetoyota.com,17,NH,43.170513,-71.526577,0
,28020,28020,Rochester Toyota,https://www.rochestertoyota.net,17,NH,43.327738,-71.004977,-28020
28021,28021,28021,Bill Dube Toyota,https://www.billdubetoyota.com,17,NH,43.1724,-70.85966,0
28024,28024,28024,Irwin Toyota,https://www.irwinzonetoyota.com,17,NH,43.536206,-71.466192,0
,28028,28028,Rockingham Toyota,https://www.rockinghamtoyota.com,17,NH,42.7489,-71.2042,-28028
28029,28029,28029,Toyota of Keene,https://www.toyotakeene.com,17,NH,42.875373,-72.231658,0
28035,28035,28035,Toyota of Portsmouth,https://www.toyotaofportsmouth.com,17,NH,43.0584,-70.7723,0
28036,28036,28036,Ira Toyota of Manchester,https://www.toyotaofmanchesternh.com,17,NH,42.952,-71.4383,0
28037,28037,28037,Berlin City Toyota,https://www.berlincitytoyotanh.com,17,NH,44.41326,-71.195554,0
28038,28038,28038,Toyota of Nashua,https://www.toyotaofnashua.com,17,NH,42.728407,-71.445614,0
28039,28039,28039,McGee Toyota of Claremont,https://www.mcgeetoyotaofclaremont.com,17,NH,43.348607,-72.361492,0
28040,28040,28040,McGee Toyota of Epping,https://www.mcgeetoyotaofepping.com,17,NH,43.028061,-71.075293,0
28041,,,,,,,,,28041
28042,,,,,,,,,28042
29008,29008,29008,Parkway Toyota,https://www.parkwaytoyota.com,16,NJ,40.868421,-73.958307,0
29025,29025,29025,Toyota of Hackensack,https://www.toyotaofhackensack.com,16,NJ,40.886901,-74.039269,0
29031,29031,29031,Galaxy Toyota,https://www.galaxytoyota.net,16,NJ,40.291614,-74.039874,0
29037,29037,29037,"Glen Motors, Inc.",https://www.glentoyota.com,16,NJ,40.948616,-74.137978,0
29058,29058,29058,Towne Toyota,https://www.townetoyota.com,16,NJ,40.888436,-74.662269,0
29059,29059,29059,Toyota of Morristown,https://www.toyotaofmorristown.com,16,NJ,40.805132,-74.46398,0
29062,29062,29062,Toyota of Runnemede,https://www.toyotaofrunnemede.com,16,NJ,39.846956,-75.07215,0
29069,29069,29069,Shore Toyota,https://www.shoretoyota.com,16,NJ,39.44389,-74.62752,0
29071,29071,29071,Liberty Toyota,https://www.libertytoyota.com,16,NJ,40.058171,-74.88692,0
29073,29073,29073,Team Toyota of Princeton,https://www.teamtoyotaprinceton.com,16,NJ,40.271051,-74.711816,0
29075,29075,29075,Sansone Toyota,https://www.sansonestoyota.com,16,NJ,40.592269,-74.274102,0
29078,29078,29078,Toyota Universe,https://www.toyotauniverse.com,16,NJ,40.883904,-74.213483,0
29081,29081,29081,Crestmont Toyota,https://www.crestmonttoyota.com,16,NJ,40.975096,-74.289485,0
29083,29083,29083,Route 22 Toyota,https://www.route22toyota.com,16,NJ,40.697248,-74.221547,0
29086,29086,29086,Toyota of Vineland,https://www.toyotaofvineland.com,16,NJ,39.496649,-75.042535,0
29087,29087,29087,Crystal Toyota,https://www.crystaltoyota.com,16,NJ,40.600317,-74.483117,0
29090,29090,29090,Hudson Toyota,https://www.hudsontoyota.com,16,NJ,40.717188,-74.095409,0
29092,29092,29092,Gateway Toyota,https://www.gatewaytoyota.com,16,NJ,39.956381,-74.168649,0
29095,29095,29095,Toyota World of Lakewood,https://www.lakewoodtoyota.com,16,NJ,40.083502,-74.173113,0
29099,29099,29099,Toyota of Turnersville,https://www.toyotaofturnersville.com,16,NJ,39.729815,-75.032018,0
29100,29100,29100,Toyota World of Newton,https://www.newtontoyota.com,16,NJ,41.079974,-74.73527,0
29101,29101,29101,Dayton Toyota,https://www.daytontoyota.com,16,NJ,40.375977,-74.501527,0
29102,29102,29102,Holman Toyota,https://www.holmantoyota.com,16,NJ,39.91802,-74.944225,0
29103,29103,29103,East Coast Toyota,https://www.eastcoasttoyota.com,16,NJ,40.841653,-74.082592,0
29104,29104,29104,Fred Beans Toyota of Flemington,https://www.fredbeanstoyota.com,16,NJ,40.477717,-74.863216,0
29105,29105,29105,DCH Freehold Toyota,https://www.dchfreeholdtoyota.com,16,NJ,40.278497,-74.295065,0
29106,29106,29106,DCH Brunswick Toyota,https://www.dchbrunswicktoyota.com,16,NJ,40.45593,-74.479355,0
29107,29107,29107,Paul Miller Toyota of West Caldwell,https://www.paulmillertoyota.com,16,NJ,40.855834,-74.31039,0
29108,29108,29108,Autoland Toyota,https://www.1800toyotaland.com,16,NJ,40.685077,-74.320064,0
29113,29113,29113,Prestige Toyota of Ramsey,https://www.prestigetoyota.com,16,NJ,41.067361,-74.133227,0
29114,29114,29114,Toyota World of Clinton,https://www.toyotaworldclinton.com,16,NJ,40.675616,-74.915872,0
,30027,30027,Vescovo Toyota of Las Cruces,https://www.vescovotoyota.com,15,NM,32.2992,-106.791,-30027
30032,30032,30032,Webb Chevrolet-Toyota,https://www.webbtoyota.com,15,NM,36.752747,-108.1563,0
30033,,,,,,,,,30033
,30034,30034,Larry H. Miller American Toyota Albuquerque,https://www.americantoyota.com,15,NM,35.185336,-106.578793,-30034
30036,30036,30036,Amigo Toyota,https://www.amigotoyota.com,15,NM,35.506379,-108.739503,0
,30039,30039,Larry H. Miller Toyota Albuquerque,https://www.toyotaabq.com,15,NM,35.081117,-106.531131,-30039
,30040,30040,Desert Sun Toyota,https://www.desertsuntoyota.com,15,NM,32.935007,-105.965193,-30040
30041,30041,30041,Roswell Toyota,https://www.roswelltoyota.com,15,NM,33.394724,-104.556163,0
30044,30044,30044,Toyota of Santa Fe,https://www.toyotaofsantafe.com,15,NM,35.661859,-105.976442,0
30046,30046,30046,Hamilton Toyota,https://www.hamilton-toyota.com,15,NM,34.404927,-103.212169,0
30047,30047,30047,Hatch Toyota Stateline,https://www.hatchtoyotastatelline.com,15,NM,32.78622,-108.246676,0
30048,,,,,,,,,30048
30049,,,,,,,,,30049
30050,,,,,,,,,30050
30051,,,,,,,,,30051
31011,31011,31011,Johnstons Toyota,https://www.johnstonstoyota.com,16,NY,41.409505,-74.415822,0
31019,31019,31019,Waite Toyota,https://www.waitetoyota.com,16,NY,43.932602,-75.935842,0
31024,31024,31024,Kinderhook Toyota,https://www.kinderhooktoyota.com,16,NY,42.332788,-73.703578,0
31039,31039,31039,Queensboro Toyota,https://www.queensborotoyota.com,16,NY,40.753871,-73.899891,0
31068,31068,31068,Northtown Toyota,https://www.northtowntoyota.com,16,NY,42.981706,-78.796624,0
31069,31069,31069,Hoselton Toyota,https://www.hoseltontoyota.com,16,NY,43.10067,-77.480876,0
,31071,31071,Dorschel Toyota,https://www.dorscheltoyota.com,16,NY,43.086199,-77.637548,-31071
31076,31076,31076,Penn Toyota,https://www.penntoyota.com,16,NY,40.807765,-73.632855,0
31088,31088,31088,Burdick Toyota,https://www.burdicktoyota.com,16,NY,43.151723,-76.111666,0
31097,31097,31097,Bay Ridge Toyota,https://www.bayridgetoyota.com,16,NY,40.63566,-74.016338,0
31101,,,,,,,,,31101
31105,31105,31105,Smithtown Toyota,https://www.smithtowntoyota.com,16,NY,40.85579,-73.170657,0
31112,31112,31112,Prestige Toyota,https://www.prestigetoyota-ny.com,16,NY,41.956961,-73.990824,0
31113,31113,31113,Gault Toyota,https://www.gaulttoyota.com,16,NY,42.107245,-76.037911,0
31115,31115,31115,Romano Toyota,https://www.romanotoyota.com,16,NY,43.061924,-76.062393,0
31116,31116,31116,New Country Toyota of Saratoga Springs,https://www.toyotaofsaratogasprings.com,16,NY,43.099633,-73.750893,0
31119,31119,31119,Lia Toyota of Colonie,https://www.liatoyotaofcolonie.com,16,NY,42.755822,-73.876879,0
31121,31121,31121,Fordham Toyota,https://www.fordhamtoyota.com,16,NY,40.861761,-73.910378,0
31124,31124,31124,Empire Toyota,https://www.empiretoyota.com,16,NY,42.446514,-75.0126,0
,31131,31131,Jack Sherman Toyota,https://www.jackshermantoyota.com,16,NY,42.104446,-75.884796,-31131
31132,31132,31132,New Country Toyota of Clifton Park,https://www.toyotaofcliftonpark.com,16,NY,42.870695,-73.725193,0
31135,31135,31135,New Rochelle Toyota,https://www.newrochelletoyota.com,16,NY,40.914543,-73.778288,0
,31136,31136,Vanderstyne Toyota,https://www.vanderstynetoyota.com,16,NY,43.21758,-77.74646,-31136
31138,31138,31138,Westchester Toyota,https://www.westchestertoyota.com,16,NY,40.972936,-73.834946,0
31139,31139,31139,Riverhead Toyota,https://www.riverheadtoyota.com,16,NY,40.924133,-72.69902,0
31141,31141,31141,Luv Toyota,https://www.luvtoyota.com,16,NY,42.09807,-79.309315,0
31142,31142,31142,Steet Toyota,https://www.steettoyota.com,16,NY,43.105436,-75.297113,0
31144,31144,31144,Star Toyota of Bayside,https://www.startoyota.net,16,NY,40.75829,-73.778042,0
,31148,31148,Nye Toyota,https://www.nyetoyota.com,16,NY,43.076483,-75.68303,-31148
31154,31154,31154,Millennium Toyota,https://www.millenniumtoyota.com,16,NY,40.714606,-73.630242,0
31156,31156,31156,Plaza Toyota,https://www.plazatoyota.com,16,NY,40.61816,-73.945086,0
31160,31160,31160,West Herr Toyota of Orchard Park,https://www.toyotaorchardpark.com,16,NY,42.7712,-78.80782,0
31161,31161,31161,City World Toyota,https://www.cityworldtoyota.com,16,NY,40.874226,-73.852729,0
31162,31162,31162,Toyota of Manhattan,https://www.toyotaofmanhattan.com,16,NY,40.764211,-73.996124,0
31165,31165,31165,Basil Toyota,https://www.basiltoyota.com,16,NY,43.123751,-78.695558,0
31166,31166,31166,Atlantic Toyota,https://www.atlantictoyotany.com,16,NY,40.7206,-73.304364,0
31167,31167,31167,Toyota of Batavia,https://www.toyotaofbatavia.com,16,NY,43.007262,-78.223445,0
31168,31168,31168,Fuccillo Toyota,https://www.fuccillotoyota.com,16,NY,43.015246,-78.971947,0
31171,31171,31171,Newburgh Toyota,https://www.newburghtoyota.com,16,NY,41.515671,-74.103191,0
31172,31172,31172,Curry Toyota,https://www.currytoyota.com,16,NY,41.308003,-73.877117,0
31173,31173,31173,Advantage Toyota,https://www.advantagetoyotany.com,16,NY,40.66368,-73.71606,0
31174,31174,31174,Steet Toyota of Johnstown-Gloversville,https://www.steettoyotajohnstown.com,16,NY,43.023718,-74.360132,0
31175,31175,31175,West Herr Toyota of Williamsville,https://www.toyotawilliamsville.com,16,NY,42.96458,-78.69261,0
31176,31176,31176,Interstate Toyota,https://www.interstatetoyota.net,16,NY,41.109791,-74.08845,0
31177,31177,31177,Maguire Toyota,https://www.maguiretoyota.com,16,NY,42.422695,-76.516612,0
31178,31178,31178,Sunrise Toyota,https://www.sunrisetoyota.com,16,NY,40.748152,-73.141489,0
31179,31179,31179,Empire Toyota of Huntington,https://www.toyotaofhuntington.com,16,NY,40.835372,-73.371609,0
31180,31180,31180,Della Toyota,https://www.dellatoyota.com,16,NY,44.697232,-73.516205,0
31181,31181,31181,Westbury Toyota,https://www.westburytoyota.com,16,NY,40.756051,-73.553812,0
31182,31182,31182,Williams Toyota of Elmira,https://www.williamstoyotaofelmira.com,16,NY,42.155053,-76.871688,0
31183,31183,31183,DCH Wappingers Falls Toyota,https://www.dchwappingerstoyota.com,16,NY,41.580834,-73.90942,0
31185,31185,31185,Rivera Toyota of Mt. Kisco,https://www.riveratoyota.com,16,NY,41.219275,-73.717433,0
31186,31186,31186,Island Toyota,https://www.islandtoyota.com,16,NY,40.589859,-74.089501,0
31188,31188,31188,Northway Toyota,https://www.northwaytoyota.com,16,NY,42.741769,-73.761767,0
31189,31189,31189,Lia Toyota of Rockland,https://www.liatoyotaofrockland.com,16,NY,41.080134,-73.949721,0
31190,31190,31190,Sunrise Toyota North,https://www.sunrisetoyotanorth.com,16,NY,40.88373,-72.938763,0
31191,31191,31191,Toyota of Massapequa,https://www.toyotaofmassapequany.com,16,NY,40.6739,-73.497,0
31192,31192,31192,Hillside Toyota,https://www.hillsidetoyota.nyc,16,NY,40.704486,-73.815078,0
31194,31194,31194,Fox Toyota,https://www.fox-toyota.com,16,NY,42.947117,-76.548579,0
31195,31195,31195,Toyota City,https://www.toyotacityny.com,16,NY,40.954308,-73.717713,0
